,FragmentsBitId,AvgNumNonHydrogenAtoms,StdNumNonHydrogenAtoms,countStrong,p-valueStrong,countWeak,p-valueWeak,countVeryWeak,p-valueVeryWeak,countLow,p-valueLow,countCyto,p-valueCyto,countNE,p-valueNE,hStrongBH,p-valueStrongBH,hWeakBH,p-valueWeakBH,hVeryWeakBH,p-valueVeryWeakBH,hLowBH,p-valueLowBH,hCytoBH,p-valueCytoBH,hNEBH,p-valueNEBH
0,0,8.772727272727273,2.1091105014763962,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.2679127091254413,1.0,0.30529951166946684,19.0,0.5423341865306184,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
1,1,7.846153846153846,2.084601192117455,4.0,0.0810614416675674,1.0,0.8792920931877913,4.0,0.1970656473717427,4.0,0.3384208553995374,3.0,0.08717933022974104,48.0,0.9834191850617438,False,0.7923688266101919,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
2,2,10.620689655172415,2.2501156001483382,1.0,0.5298823109991657,0.0,1.0,2.0,0.27983821810563697,2.0,0.3871810962816781,0.0,1.0,24.0,0.7056333353461592,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
3,3,10.285714285714286,1.4846149779161804,0.0,1.0,1.0,0.20567255857460157,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.6992068542449421,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
4,4,9.090909090909092,2.2342192231717286,0.0,1.0,0.0,1.0,1.0,0.33149969009400393,0.0,1.0,0.0,1.0,10.0,0.46859937393338846,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
5,5,4.571428571428571,1.7969487870584007,2.0,0.9579149035694483,4.0,0.8665734045631113,11.0,0.07751539682221782,9.0,0.504468788288124,5.0,0.19799787388610735,158.0,0.6627554472402979,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
6,6,9.5,3.1339158526400435,0.0,1.0,0.0,1.0,1.0,0.40110418193557534,3.0,0.02392579695769155,0.0,1.0,10.0,0.945796233097737,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
7,7,10.346153846153847,1.6277003053460637,1.0,0.7138045180880981,2.0,0.46321244070759404,2.0,0.5190975204244441,0.0,1.0,1.0,0.5490242804387512,42.0,0.36011056920265094,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
8,8,11.551724137931034,1.6522963518221985,2.0,0.1696200537014454,1.0,0.6153906503028016,1.0,0.6546398186476885,2.0,0.3871810962816781,1.0,0.3814847539108645,22.0,0.9290210200216291,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
9,9,10.352941176470589,1.5316725372107691,3.0,0.05546921285272928,2.0,0.30150528860101883,3.0,0.1215268109576616,1.0,0.7984847946810067,0.0,1.0,25.0,0.9693928998019039,False,0.6884905934690276,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
10,10,8.0,2.3204774044612857,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,0.10967905807047863,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
11,11,7.4523809523809526,2.2168443998103524,1.0,0.6651915101902308,1.0,0.7497354304336363,0.0,1.0,2.0,0.581111497116345,3.0,0.03099590988644226,35.0,0.6702478409492488,False,1.0,False,1.0,False,1.0,False,1.0,False,0.8255978503914314,False,0.9999999987215966
12,12,10.7,1.6155494421403513,1.0,0.4055852070355313,0.0,1.0,0.0,1.0,1.0,0.6098714635834486,0.0,1.0,18.0,0.3750464513050806,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
13,13,3.3232104121475055,1.353746026759639,16.0,0.12675622584559523,20.0,0.10317715702234197,20.0,0.2100426765457426,28.0,0.07132865352936002,5.0,0.8795200138791935,369.0,0.9903261663972817,False,0.9659413973275499,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
14,14,6.654320987654321,1.7579483961805005,14.0,6.335954358209088e-05,8.0,0.15374722289752207,11.0,0.03108867717010758,3.0,0.9817420925942248,10.0,0.00030001014577171585,116.0,0.9999908545711791,True,0.01330875335960227,False,1.0,False,1.0,False,1.0,False,0.09102530052451467,False,0.9999999987215966
15,15,10.0,2.2188007849009166,1.0,0.2867595097832627,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,12.0,0.3741979972019761,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
16,16,8.88,3.4368978260441008,2.0,0.5774985332391896,4.0,0.22394338006286318,4.0,0.2829119019964277,0.0,1.0,0.0,1.0,65.0,0.3604718100136552,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
17,17,9.458333333333334,2.2356797375493853,1.0,0.46441867656208924,1.0,0.5463732620276465,2.0,0.2126025682575812,0.0,1.0,1.0,0.32796861611122097,19.0,0.8397520751207908,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
18,18,9.8125,2.242173889331512,0.0,1.0,0.0,1.0,1.0,0.44344816713625734,0.0,1.0,0.0,1.0,15.0,0.26127858841665436,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
19,19,9.333333333333334,1.5634719199411433,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,0.21661396485410098,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
20,20,9.093023255813954,3.2192296744925777,0.0,1.0,2.0,0.4076158433747233,1.0,0.7936340694589483,5.0,0.04561070198190445,2.0,0.15633650068100646,33.0,0.9381509210859449,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
21,21,8.954545454545455,2.704831917602153,2.0,0.10809808926583196,2.0,0.15794013386085398,1.0,0.5534085099422402,0.0,1.0,1.0,0.30529951166946684,16.0,0.9555395135113272,False,0.8882041597449303,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
22,22,9.272727272727273,2.631657241114569,0.0,1.0,2.0,0.15794013386085398,1.0,0.5534085099422402,1.0,0.6449743907183214,0.0,1.0,18.0,0.7474481294061947,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
23,23,10.058823529411764,2.796438664471697,0.0,1.0,3.0,0.01622925743575702,1.0,0.46348835713900194,0.0,1.0,0.0,1.0,13.0,0.8871922178933611,False,1.0,False,0.7256022979955542,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
24,24,9.909090909090908,2.3141676475196102,1.0,0.248664608790537,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,0.46859937393338846,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
25,25,6.268518518518518,1.1988148582962588,2.0,0.7700047065759649,3.0,0.6846759043505514,3.0,0.7513936786570313,3.0,0.879726579354722,6.0,0.008382821645184278,91.0,0.5780759718964658,False,1.0,False,1.0,False,1.0,False,1.0,False,0.506747650757712,False,0.9999999987215966
26,26,6.571428571428571,2.821202522590214,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,0.3043656963077152,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
27,27,7.5,3.438230441873926,0.0,1.0,1.0,0.36919823564401233,0.0,1.0,3.0,0.02392579695769155,0.0,1.0,10.0,0.945796233097737,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
28,28,6.638888888888889,3.5990182131750084,1.0,0.6083771190735244,1.0,0.6948047145028337,2.0,0.3728996582538721,3.0,0.22784655993156722,1.0,0.4493826587773644,28.0,0.902597135610471,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
29,29,9.333333333333334,2.8087165910587863,2.0,0.1696200537014454,0.0,1.0,1.0,0.6546398186476885,1.0,0.7448222885745259,1.0,0.3814847539108645,24.0,0.7056333353461592,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
30,30,9.633333333333333,2.057236549894596,1.0,0.5419871377292552,2.0,0.253063309341756,2.0,0.2933041438780077,0.0,1.0,2.0,0.0861159462731384,23.0,0.915869597825369,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
31,31,9.75,3.191786333700926,1.0,0.3403305364326028,1.0,0.40942990616284697,1.0,0.44344816713625734,0.0,1.0,0.0,1.0,13.0,0.7679916073180812,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
32,32,7.172839506172839,0.7823693589014746,8.0,0.5739896137420442,4.0,0.9933101889761773,10.0,0.7139048309273953,13.0,0.7089638292444432,8.0,0.1499626601055052,275.0,0.16436058481247107,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
33,33,11.090909090909092,4.521756405616687,0.0,1.0,0.0,1.0,1.0,0.4828098314282979,0.0,1.0,1.0,0.2576637439229351,16.0,0.4499800131093789,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
34,34,7.790697674418604,1.8993039059623642,2.0,0.30241116964676235,1.0,0.7578811348897011,0.0,1.0,2.0,0.5940427045197925,2.0,0.15633650068100646,36.0,0.6451238953405326,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
35,35,9.692307692307692,1.135755620017954,0.0,1.0,0.0,1.0,1.0,0.3787441676615472,2.0,0.11745830011026549,0.0,1.0,10.0,0.8679164168250599,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
36,36,10.5,2.29128784747792,1.0,0.43576380094054634,2.0,0.15794013386085398,0.0,1.0,3.0,0.07743185493217879,0.0,1.0,16.0,0.9555395135113272,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
37,37,8.625,2.9973947020704497,1.0,0.3403305364326028,3.0,0.013686125006249212,1.0,0.44344816713625734,0.0,1.0,0.0,1.0,11.0,0.971853099917751,False,1.0,False,0.6920786175999601,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
38,38,10.782608695652174,2.7655728510937827,1.0,0.45027683013599223,0.0,1.0,3.0,0.04772438919273311,1.0,0.6613266993243763,0.0,1.0,18.0,0.8627315514004065,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
39,39,6.878048780487805,1.977866822703736,1.0,0.6563265070712111,1.0,0.7413169818840464,0.0,1.0,1.0,0.8552472773008029,1.0,0.49330645822606856,37.0,0.2102707674131349,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
40,40,9.25,1.3919410907075054,1.0,0.18769744755927079,0.0,1.0,1.0,0.2538430850380309,0.0,1.0,1.0,0.12394281509592125,5.0,0.9755147685607364,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
41,41,4.867692307692308,2.229391617066979,4.0,0.9653064132581187,10.0,0.5754147258075776,9.0,0.8090809628546092,15.0,0.4855871434787797,7.0,0.26058953404394564,271.0,0.27341266497625466,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
42,42,8.0,3.1896571984271698,0.0,1.0,1.0,0.5311565357801141,2.0,0.19931428527822623,0.0,1.0,1.0,0.31672721522862834,19.0,0.715424956625636,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
43,43,10.258064516129032,3.202496424771834,0.0,1.0,1.0,0.6399746832006382,1.0,0.679111794023517,0.0,1.0,0.0,1.0,29.0,0.11661148601927727,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
44,44,7.875,2.2043990110685496,1.0,0.18769744755927079,1.0,0.23139160584317411,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.8842555079444413,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
45,45,8.393939393939394,1.945303496448974,5.0,0.026550584573788703,2.0,0.6353433410175553,3.0,0.4248691015558489,3.0,0.5899679107285873,5.0,0.004368429192610751,48.0,0.9953537108838522,False,0.5093732759449111,False,1.0,False,1.0,False,1.0,False,0.3976241327318586,False,0.9999999987215966
46,46,8.48,3.0215227948834014,2.0,0.1336962078779618,4.0,0.007892790302015295,1.0,0.5999814873113367,2.0,0.3196885161453619,0.0,1.0,16.0,0.997136662168121,False,0.979641623377695,False,0.616779597474647,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
47,47,10.264705882352942,3.4582282400896607,0.0,1.0,0.0,1.0,5.0,0.005977431768541171,1.0,0.7887381421583691,0.0,1.0,27.0,0.751245830239839,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
48,48,9.238095238095237,1.9494751895674969,1.0,0.4208699049530456,2.0,0.14655133874500859,1.0,0.5367141483629438,0.0,1.0,0.0,1.0,17.0,0.778490758860481,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
49,49,9.0,2.4308621740219887,0.0,1.0,1.0,0.4991821801023212,0.0,1.0,1.0,0.627835223367226,2.0,0.045682211307696494,17.0,0.778490758860481,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9571065857612524,False,0.9999999987215966
50,50,9.26086956521739,1.72494212390238,0.0,1.0,0.0,1.0,1.0,0.5695037019726654,4.0,0.019321948762381504,0.0,1.0,18.0,0.8627315514004065,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
51,51,8.642857142857142,1.3420210162897095,1.0,0.305080502063218,1.0,0.36919823564401233,0.0,1.0,0.0,1.0,0.0,1.0,12.0,0.6223622707398134,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
52,52,8.434782608695652,1.9521690713603173,0.0,1.0,4.0,0.0603863057493823,1.0,0.8152203522162549,1.0,0.8857377405413587,1.0,0.5337556896405391,39.0,0.5689735316162021,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
53,53,9.130434782608695,2.8787731056081474,0.0,1.0,0.0,1.0,4.0,0.00713063039623593,1.0,0.6449743907183214,0.0,1.0,17.0,0.88403569901965,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
54,54,8.066666666666666,2.5940101944458296,2.0,0.17884233603875022,1.0,0.6278846965480981,0.0,1.0,3.0,0.15707004172299016,0.0,1.0,24.0,0.8229478213240891,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
55,55,9.428571428571429,1.178030178747903,1.0,0.16630142320603203,0.0,1.0,1.0,0.22601088932569294,0.0,1.0,0.0,1.0,5.0,0.918477730672743,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
56,56,9.571428571428571,2.770102775666474,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,0.3043656963077152,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
57,57,9.047619047619047,2.4971639242146466,0.0,1.0,2.0,0.14655133874500859,0.0,1.0,2.0,0.2505962678339675,0.0,1.0,17.0,0.778490758860481,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
58,58,8.794117647058824,1.3672516822552305,0.0,1.0,3.0,0.37822936690195375,2.0,0.7078700813682097,6.0,0.09079990475203283,2.0,0.3069540845554748,55.0,0.8340915514438672,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
59,59,11.052631578947368,2.0124267678215957,1.0,0.38989951442621723,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.2698677475358752,17.0,0.4114154318717723,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
60,60,10.272727272727273,2.4896479886598457,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.4039003160754344,0.0,1.0,10.0,0.46859937393338846,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
61,61,10.0,2.6457513110645907,0.0,1.0,0.0,1.0,1.0,0.30655255867736503,0.0,1.0,2.0,0.011001377720764954,7.0,0.9432621477483515,False,1.0,False,1.0,False,1.0,False,1.0,False,0.5740336706274299,False,0.9999999987215966
62,62,7.048387096774194,3.878923276585908,0.0,1.0,5.0,0.04934000901562441,2.0,0.6587357714432716,2.0,0.785209757267561,2.0,0.2703673794399078,51.0,0.7457809641607678,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
63,63,9.31578947368421,2.7539948319897114,0.0,1.0,1.0,0.46503795365117695,1.0,0.5014382622462508,0.0,1.0,0.0,1.0,17.0,0.4114154318717723,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
64,64,11.75,2.222048604328897,0.0,1.0,2.0,0.09285442896681242,0.0,1.0,0.0,1.0,0.0,1.0,14.0,0.533082608686236,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
65,65,8.8,1.2489995996796797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,0.18273166109573596,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
66,66,8.96774193548387,2.1172695588931534,0.0,1.0,1.0,0.6399746832006382,3.0,0.09854318726788777,2.0,0.4198418706972934,1.0,0.40168879712235894,24.0,0.9013866558663879,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
67,67,7.9714285714285715,3.6760671087121226,2.0,0.21638712761890438,2.0,0.30150528860101883,1.0,0.7126192114954751,4.0,0.06848448709714483,1.0,0.4307748836276548,24.0,0.9884847237332315,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
68,68,9.642857142857142,3.6860188135544765,3.0,0.03391597230447222,2.0,0.22887710065388334,0.0,1.0,2.0,0.37054950193848174,1.0,0.371130671269253,20.0,0.9775751673070529,False,0.5693435350783533,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
69,69,5.6138613861386135,2.115339061976314,4.0,0.7637768664472155,5.0,0.7852729447357321,4.0,0.9353413145297576,13.0,0.13293166140368434,7.0,0.046534371414103624,168.0,0.6671677277643226,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9699989074410608,False,0.9999999987215966
70,70,9.833333333333334,2.1921577396609844,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.36077157601417764,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
71,71,8.290322580645162,2.5551156578468195,0.0,1.0,0.0,1.0,1.0,0.679111794023517,1.0,0.7678128373850883,0.0,1.0,29.0,0.11661148601927727,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
72,72,9.307692307692308,2.8388680134224513,0.0,1.0,2.0,0.06426041303961993,1.0,0.3787441676615472,2.0,0.11745830011026549,0.0,1.0,8.0,0.9908529800188652,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
73,73,9.31578947368421,1.2162336850832993,0.0,1.0,4.0,0.002814427218233774,0.0,1.0,1.0,0.591043574325074,0.0,1.0,14.0,0.9367725308375544,False,1.0,False,0.4640936577764785,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
74,74,9.714285714285714,2.2707845747745456,1.0,0.4055852070355313,1.0,0.4823902352798669,0.0,1.0,0.0,1.0,0.0,1.0,18.0,0.3750464513050806,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
75,75,7.554545454545455,1.195342200044243,3.0,0.5269532057343377,6.0,0.1365472898625515,1.0,0.9813778530539085,1.0,0.9940086153812965,2.0,0.5321878014426538,95.0,0.18526068383336264,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
76,76,6.615384615384615,2.1075612910804638,2.0,0.2641358331650224,2.0,0.3612204921083887,1.0,0.7608985098586504,1.0,0.8408911883020094,0.0,1.0,33.0,0.5906130659142803,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
77,77,9.382352941176471,2.980472780127271,1.0,0.587385190906486,1.0,0.673948302306116,0.0,1.0,2.0,0.46709860904300493,1.0,0.4307748836276548,29.0,0.5570791119386757,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
78,78,9.5,1.6366341767699428,1.0,0.305080502063218,0.0,1.0,1.0,0.40110418193557534,0.0,1.0,1.0,0.206793280953852,11.0,0.8367644903105462,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
79,79,10.0,2.5071326821120348,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,0.09251304061838088,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
80,80,9.176470588235293,3.0338345784065006,0.0,1.0,1.0,0.42857733039057194,0.0,1.0,1.0,0.550627723343118,0.0,1.0,15.0,0.49060434703751504,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
81,81,8.11111111111111,3.4942633763369746,2.0,0.07645453855952439,1.0,0.44710672658098405,1.0,0.4828098314282979,0.0,1.0,1.0,0.2576637439229351,13.0,0.9504191287301895,False,0.774241953746101,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
82,82,10.681818181818182,2.07553637396925,4.0,0.002126010826687931,2.0,0.15794013386085398,0.0,1.0,1.0,0.6449743907183214,0.0,1.0,15.0,0.9857027541164538,False,0.1217921726729198,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
83,83,8.0,2.7688746209726918,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,24.0,0.01683963677817477,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
84,84,7.418181818181818,2.261864951284944,4.0,0.05176315660312581,3.0,0.26245928751152026,2.0,0.5933472458538946,0.0,1.0,0.0,1.0,46.0,0.6464521556559468,False,0.6784700462284906,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
85,85,5.153846153846154,2.3808903908526404,0.0,1.0,1.0,0.5610983184425997,0.0,1.0,2.0,0.3196885161453619,1.0,0.33902672414707147,21.0,0.6495716672352472,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
86,86,9.434782608695652,1.9962157014346078,0.0,1.0,1.0,0.5311565357801141,2.0,0.19931428527822623,1.0,0.6613266993243763,0.0,1.0,19.0,0.715424956625636,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
87,87,7.765625,1.2838198313529043,3.0,0.22550016577495088,1.0,0.8792920931877913,1.0,0.9048764593016463,4.0,0.3384208553995374,1.0,0.6546080334092771,54.0,0.5838108563239366,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
88,88,8.954545454545455,3.7836643221194106,0.0,1.0,0.0,1.0,2.0,0.1861325551860031,0.0,1.0,0.0,1.0,20.0,0.30915201989481145,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
89,89,6.9523809523809526,3.4153183003887824,1.0,0.4055852070355313,1.0,0.4823902352798669,1.0,0.5193984085603418,1.0,0.6098714635834486,0.0,1.0,16.0,0.8082636113591583,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
90,90,8.53125,3.041220715025465,1.0,0.5652749342151057,2.0,0.2773076711946575,3.0,0.10599423046354679,4.0,0.05697505496794682,0.0,1.0,22.0,0.9930131617879583,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
91,91,9.071428571428571,5.417752376800413,0.0,1.0,6.0,0.0021152946547527444,0.0,1.0,2.0,0.581111497116345,2.0,0.15059681914771447,32.0,0.946772766602832,False,1.0,False,0.4226461905301093,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
92,92,4.992063492063492,2.583513148107621,3.0,0.6266653182586228,5.0,0.37971490040779204,7.0,0.16226545972517456,7.0,0.35028331500242904,1.0,0.8758137175832097,102.0,0.8389114604793968,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
93,93,8.0,2.8284271247461903,0.0,1.0,2.0,0.11357759515837781,0.0,1.0,1.0,0.5713101293815986,0.0,1.0,15.0,0.6937260166846004,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
94,94,6.212355212355212,1.0044696699451043,6.0,0.6585074918538436,8.0,0.6049126062116995,12.0,0.2205916341145106,11.0,0.6498933872169512,4.0,0.6195043509970171,218.0,0.5791415931313171,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
95,95,9.392857142857142,2.365515433326556,4.0,0.005280253521829723,1.0,0.6024791049973324,1.0,0.6417156255314966,2.0,0.37054950193848174,0.0,1.0,20.0,0.9775751673070529,False,0.2089653954146333,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
96,96,9.2,2.638181191654584,0.0,1.0,0.0,1.0,1.0,0.30655255867736503,2.0,0.07409810090638695,0.0,1.0,7.0,0.9432621477483515,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
97,97,3.192,4.080580350881477,7.0,0.038206233497487974,0.0,1.0,7.0,0.15312344095776756,4.0,0.8234810190185073,0.0,1.0,105.0,0.4397401307842138,False,0.5984425713411501,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
98,98,9.0,2.1821789023599236,0.0,1.0,2.0,0.14655133874500859,0.0,1.0,3.0,0.06912907988503081,1.0,0.29368244664317833,15.0,0.9651369082453483,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
99,99,7.756756756756757,1.6175624872913517,1.0,0.5980173627629661,0.0,1.0,0.0,1.0,2.0,0.4823398912868262,1.0,0.4401553724373347,31.0,0.3423175587604814,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
100,100,9.51923076923077,0.7718704707842108,3.0,0.14187071558460648,4.0,0.08182743162467015,1.0,0.8463147799563746,2.0,0.6867842306686425,1.0,0.571002884264141,40.0,0.9097954576337732,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
101,101,8.454545454545455,1.9861781343241138,0.0,1.0,1.0,0.6516736190634886,3.0,0.10599423046354679,4.0,0.05697505496794682,1.0,0.4115441778182291,23.0,0.979843816655367,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
102,102,6.06049822064057,1.6315086246617234,10.0,0.17851254485997547,11.0,0.29232229706320123,10.0,0.5498572352423678,15.0,0.299875471417945,3.0,0.8427326832224513,230.0,0.8407175129904372,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
103,103,11.5625,2.5731486062798625,0.0,1.0,0.0,1.0,1.0,0.44344816713625734,0.0,1.0,1.0,0.23264611456470438,14.0,0.533082608686236,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
104,104,10.3125,1.3564084008881692,1.0,0.3403305364326028,1.0,0.40942990616284697,0.0,1.0,0.0,1.0,0.0,1.0,14.0,0.533082608686236,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
105,105,11.021739130434783,1.7875065270149317,1.0,0.6651915101902308,2.0,0.3961605913487946,3.0,0.19060366828348033,5.0,0.041813618403553854,0.0,1.0,31.0,0.9764743492037553,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9999999987215966
